"","Point est.","Upper C.I."
"Omega1[Notiophilus_aquaticus (S61), Harpalus_anxius (S34)]",1.0694892002358,1.22529357333898
"Omega1[Notiophilus_palustris (S62), Harpalus_anxius (S34)]",1.4673121764217,2.18929368389487
"Omega1[Panagaeus_bipustulatus (S63), Harpalus_anxius (S34)]",1.13198802983233,1.39271525373672
"Omega1[Poecilus_cupreus (S64), Harpalus_anxius (S34)]",1.01004381779307,1.02920092376196
"Omega1[Poecilus_lepidus (S65), Harpalus_anxius (S34)]",1.13209505017654,1.39236162214828
"Omega1[Poecilus_versicolor (S66), Harpalus_anxius (S34)]",2.00355096706012,3.36754595274931
"Omega1[Pterostichus_diligens (S67), Harpalus_anxius (S34)]",1.08819658629082,1.27221635884194
"Omega1[Pterostichus_niger (S68), Harpalus_anxius (S34)]",2.19392890367748,3.91966615223411
"Omega1[Pterostichus_vernalis (S69), Harpalus_anxius (S34)]",1.01085077102956,1.01827164626553
"Omega1[Stenolophus_teutonus (S70), Harpalus_anxius (S34)]",1.00832010608759,1.02993906786815
"Omega1[Syntomus_foveatus (S71), Harpalus_anxius (S34)]",1.43669151461408,2.11398119115177
"Omega1[Syntomus_truncatellus (S72), Harpalus_anxius (S34)]",1.25976435965736,1.73001897940681
"Omega1[Trechus_quadristriatus (S73), Harpalus_anxius (S34)]",1.59321017777132,2.49082956609201
"Omega1[Amara_aenea (S1), Harpalus_autumnalis (S35)]",1.00290579470476,1.00613527864169
"Omega1[Amara_anthobia (S2), Harpalus_autumnalis (S35)]",1.04280747251957,1.13844779161761
"Omega1[Amara_apricaria (S3), Harpalus_autumnalis (S35)]",1.14040791799924,1.42352876648388
"Omega1[Amara_aulica (S4), Harpalus_autumnalis (S35)]",1.25773354753671,1.71931218089108
"Omega1[Amara_bifrons (S5), Harpalus_autumnalis (S35)]",1.13195573672932,1.38841342658947
"Omega1[Amara_convexior (S6), Harpalus_autumnalis (S35)]",1.04924182111137,1.13641464980524
"Omega1[Amara_curta (S7), Harpalus_autumnalis (S35)]",1.17624894258902,1.51611531867732
"Omega1[Amara_equestris (S8), Harpalus_autumnalis (S35)]",1.06491959099124,1.18528396957231
"Omega1[Amara_eurynota (S9), Harpalus_autumnalis (S35)]",1.406560769681,2.06409737038748
"Omega1[Amara_familiaris (S10), Harpalus_autumnalis (S35)]",1.10684164324287,1.32066977462797
"Omega1[Amara_fulva (S11), Harpalus_autumnalis (S35)]",1.03377151258332,1.11322825985149
"Omega1[Amara_fusca (S12), Harpalus_autumnalis (S35)]",1.9598244062845,3.42292394695219
"Omega1[Amara_lucida (S13), Harpalus_autumnalis (S35)]",1.0584217251014,1.18819444513174
"Omega1[Amara_lunicollis (S14), Harpalus_autumnalis (S35)]",1.51511258233412,2.33574593316149
"Omega1[Amara_makolskii (S15), Harpalus_autumnalis (S35)]",1.05266877044637,1.17202636646403
"Omega1[Amara_municipalis (S16), Harpalus_autumnalis (S35)]",1.28044134724943,1.83146458306004
"Omega1[Amara_ovata (S17), Harpalus_autumnalis (S35)]",1.04428050013993,1.10628222598521
"Omega1[Amara_similata (S18), Harpalus_autumnalis (S35)]",1.17290239699338,1.50190128279064
"Omega1[Amara_tibialis (S19), Harpalus_autumnalis (S35)]",1.3725115367134,1.99732511614408
"Omega1[Anisodactylus_binotatus (S20), Harpalus_autumnalis (S35)]",1.05855546329323,1.15792683783518
"Omega1[Badister_bullatus (S21), Harpalus_autumnalis (S35)]",1.25922193911072,1.76483945065952
"Omega1[Bembidion_lampros (S22), Harpalus_autumnalis (S35)]",1.80609455776007,2.95277246083983
"Omega1[Bembidion_properans (S23), Harpalus_autumnalis (S35)]",1.13181608381929,1.39760511664007
"Omega1[Bradycellus_harpalinus (S24), Harpalus_autumnalis (S35)]",1.02543057241501,1.05354139349431
"Omega1[Calathus_ambiguus (S25), Harpalus_autumnalis (S35)]",1.4024888034078,2.05276376959514
"Omega1[Calathus_cinctus (S26), Harpalus_autumnalis (S35)]",1.01272185341255,1.03868172016573
"Omega1[Calathus_erratus (S27), Harpalus_autumnalis (S35)]",1.06899964978722,1.20105017476541
"Omega1[Calathus_fuscipes (S28), Harpalus_autumnalis (S35)]",1.2474931523713,1.68550446711354
"Omega1[Calathus_melanocephalus (S29), Harpalus_autumnalis (S35)]",1.49606364983549,2.31049716413253
"Omega1[Carabus_nemoralis (S30), Harpalus_autumnalis (S35)]",1.02251336817736,1.06847537261471
"Omega1[Cicindela_campestris (S31), Harpalus_autumnalis (S35)]",1.15656396521173,1.46589834111328
"Omega1[Cicindela_hybrida (S32), Harpalus_autumnalis (S35)]",1.35555194214158,1.97492382382979
"Omega1[Harpalus_affinis (S33), Harpalus_autumnalis (S35)]",1.01580327791358,1.05509884507998
"Omega1[Harpalus_anxius (S34), Harpalus_autumnalis (S35)]",1.7796190235699,2.92491626781979
"Omega1[Harpalus_autumnalis (S35), Harpalus_autumnalis (S35)]",1.37027980055243,1.99343481030816
"Omega1[Harpalus_calceatus (S36), Harpalus_autumnalis (S35)]",1.74927780478542,2.94334357137514
"Omega1[Harpalus_distinguendus (S37), Harpalus_autumnalis (S35)]",1.42257052504057,2.09847074574811
"Omega1[Harpalus_flavescens (S38), Harpalus_autumnalis (S35)]",1.2825068553648,1.85212680648161
"Omega1[Harpalus_griseus (S39), Harpalus_autumnalis (S35)]",1.42814717321023,2.11934363713063
"Omega1[Harpalus_latus (S40), Harpalus_autumnalis (S35)]",1.29099632148438,1.83783139203963
"Omega1[Harpalus_luteicornis (S41), Harpalus_autumnalis (S35)]",1.20315952853643,1.57876470205475
"Omega1[Cryptophonus_melancholicus (S42), Harpalus_autumnalis (S35)]",1.55224461155432,2.48478153113308
"Omega1[Harpalus_picipennis (S43), Harpalus_autumnalis (S35)]",1.14235251130735,1.42856974036577
"Omega1[Harpalus_pumilus (S44), Harpalus_autumnalis (S35)]",1.28253027056872,1.76923943945507
"Omega1[Harpalus_rubripes (S45), Harpalus_autumnalis (S35)]",1.79753243841288,3.10648712506837
"Omega1[Harpalus_rufipalpis (S46), Harpalus_autumnalis (S35)]",1.08249336394981,1.26430385847958
"Omega1[Harpalus_rufipes (S47), Harpalus_autumnalis (S35)]",1.31544987199526,1.87388825203572
"Omega1[Harpalus_serripes (S48), Harpalus_autumnalis (S35)]",1.22479296819539,1.62947828389044
"Omega1[Semiophonus_signaticornis (S49), Harpalus_autumnalis (S35)]",1.09268687608964,1.28088381375775
"Omega1[Harpalus_smaragdinus (S50), Harpalus_autumnalis (S35)]",1.54705457885186,2.42246372391682
"Omega1[Harpalus_tardus (S51), Harpalus_autumnalis (S35)]",1.34150079305615,2.04056061952517
"Omega1[Leistus_ferrugineus (S52), Harpalus_autumnalis (S35)]",1.13277376866564,1.41902503016734
"Omega1[Leistus_rufomarginatus (S53), Harpalus_autumnalis (S35)]",1.03026666382127,1.10047643428236
"Omega1[Licinus_depressus (S54), Harpalus_autumnalis (S35)]",1.06331380486391,1.17186704998729
"Omega1[Loricera_pilicornis (S55), Harpalus_autumnalis (S35)]",1.0468805370052,1.1312080519026
"Omega1[Masoreus_wetterhallii (S56), Harpalus_autumnalis (S35)]",1.07972029211567,1.24717557950647
"Omega1[Microlestes_minutulus (S57), Harpalus_autumnalis (S35)]",1.62212700359608,2.74744545426749
"Omega1[Nebria_brevicollis (S58), Harpalus_autumnalis (S35)]",1.0238974812513,1.07379372729768
"Omega1[Nebria_salina (S59), Harpalus_autumnalis (S35)]",1.17537127725263,1.52304911588595
"Omega1[Notiophilus_aestuans (S60), Harpalus_autumnalis (S35)]",1.06371615068576,1.1915117965743
"Omega1[Notiophilus_aquaticus (S61), Harpalus_autumnalis (S35)]",1.1630253052402,1.47606158181261
"Omega1[Notiophilus_palustris (S62), Harpalus_autumnalis (S35)]",1.24516499089863,1.68297297906062
"Omega1[Panagaeus_bipustulatus (S63), Harpalus_autumnalis (S35)]",1.13564238484314,1.4031668635244
"Omega1[Poecilus_cupreus (S64), Harpalus_autumnalis (S35)]",1.07520979963436,1.21926832503508
"Omega1[Poecilus_lepidus (S65), Harpalus_autumnalis (S35)]",2.28689216927013,4.45274865499466
"Omega1[Poecilus_versicolor (S66), Harpalus_autumnalis (S35)]",1.21476678353257,1.62522361922742
"Omega1[Pterostichus_diligens (S67), Harpalus_autumnalis (S35)]",1.10956128934781,1.32827633588207
"Omega1[Pterostichus_niger (S68), Harpalus_autumnalis (S35)]",1.6305212817608,2.6378783282385
"Omega1[Pterostichus_vernalis (S69), Harpalus_autumnalis (S35)]",1.08007151681497,1.24584895854245
"Omega1[Stenolophus_teutonus (S70), Harpalus_autumnalis (S35)]",1.09581246082185,1.2704683813762
"Omega1[Syntomus_foveatus (S71), Harpalus_autumnalis (S35)]",1.92698663442763,3.48633717028528
"Omega1[Syntomus_truncatellus (S72), Harpalus_autumnalis (S35)]",1.20682240525991,1.60074699650106
"Omega1[Trechus_quadristriatus (S73), Harpalus_autumnalis (S35)]",1.32544044414911,1.89972308100812
"Omega1[Amara_aenea (S1), Harpalus_calceatus (S36)]",1.08233822052198,1.25450952711692
"Omega1[Amara_anthobia (S2), Harpalus_calceatus (S36)]",1.11162023691595,1.34328739439785
"Omega1[Amara_apricaria (S3), Harpalus_calceatus (S36)]",1.14065978757382,1.41231014700929
"Omega1[Amara_aulica (S4), Harpalus_calceatus (S36)]",1.29438791231564,1.85570884984611
"Omega1[Amara_bifrons (S5), Harpalus_calceatus (S36)]",1.50571865797291,2.27334702734958
"Omega1[Amara_convexior (S6), Harpalus_calceatus (S36)]",1.745154972005,2.87307169830996
"Omega1[Amara_curta (S7), Harpalus_calceatus (S36)]",1.561807617223,2.42490361212596
"Omega1[Amara_equestris (S8), Harpalus_calceatus (S36)]",1.23950061683716,1.68420886136585
"Omega1[Amara_eurynota (S9), Harpalus_calceatus (S36)]",1.73819134995747,2.89600929577249
"Omega1[Amara_familiaris (S10), Harpalus_calceatus (S36)]",1.5613993323996,2.41638957568313
"Omega1[Amara_fulva (S11), Harpalus_calceatus (S36)]",1.26942365903428,1.72924127231577
"Omega1[Amara_fusca (S12), Harpalus_calceatus (S36)]",1.10357720487772,1.27876564935536
"Omega1[Amara_lucida (S13), Harpalus_calceatus (S36)]",1.02937309085231,1.08282401573597
"Omega1[Amara_lunicollis (S14), Harpalus_calceatus (S36)]",1.23211782006697,1.65094464729291
"Omega1[Amara_makolskii (S15), Harpalus_calceatus (S36)]",1.81700052420965,3.05672078059295
"Omega1[Amara_municipalis (S16), Harpalus_calceatus (S36)]",1.36066685341496,2.04904406456002
"Omega1[Amara_ovata (S17), Harpalus_calceatus (S36)]",1.14584964565388,1.43468179180231
"Omega1[Amara_similata (S18), Harpalus_calceatus (S36)]",1.49604831160066,2.27804242374487
"Omega1[Amara_tibialis (S19), Harpalus_calceatus (S36)]",1.93793780386996,3.37230806528596
"Omega1[Anisodactylus_binotatus (S20), Harpalus_calceatus (S36)]",1.07830626244604,1.20502631358705
"Omega1[Badister_bullatus (S21), Harpalus_calceatus (S36)]",1.28530153460088,1.82111431751565
"Omega1[Bembidion_lampros (S22), Harpalus_calceatus (S36)]",2.11791887764501,3.5883393016416
"Omega1[Bembidion_properans (S23), Harpalus_calceatus (S36)]",1.28757564731548,1.77414844507899
"Omega1[Bradycellus_harpalinus (S24), Harpalus_calceatus (S36)]",1.05497216376505,1.16135225115529
"Omega1[Calathus_ambiguus (S25), Harpalus_calceatus (S36)]",1.16462331059982,1.48977691637813
"Omega1[Calathus_cinctus (S26), Harpalus_calceatus (S36)]",1.01347484665374,1.0235968422054
"Omega1[Calathus_erratus (S27), Harpalus_calceatus (S36)]",1.55099483711369,2.56816328268377
"Omega1[Calathus_fuscipes (S28), Harpalus_calceatus (S36)]",1.3324051062879,1.894929105147
"Omega1[Calathus_melanocephalus (S29), Harpalus_calceatus (S36)]",1.44021949892555,2.16681982344993
"Omega1[Carabus_nemoralis (S30), Harpalus_calceatus (S36)]",1.05329422807714,1.17565685004008
"Omega1[Cicindela_campestris (S31), Harpalus_calceatus (S36)]",1.01921799035688,1.04969151955404
"Omega1[Cicindela_hybrida (S32), Harpalus_calceatus (S36)]",1.33904012844877,1.95512738081372
"Omega1[Harpalus_affinis (S33), Harpalus_calceatus (S36)]",1.12285935817214,1.36909139775691
"Omega1[Harpalus_anxius (S34), Harpalus_calceatus (S36)]",1.05897797542218,1.18320005014718
"Omega1[Harpalus_autumnalis (S35), Harpalus_calceatus (S36)]",1.74927780478542,2.94334357137514
"Omega1[Harpalus_calceatus (S36), Harpalus_calceatus (S36)]",1.32405235114306,1.94392476722692
"Omega1[Harpalus_distinguendus (S37), Harpalus_calceatus (S36)]",1.84811087021613,3.11624585358163
"Omega1[Harpalus_flavescens (S38), Harpalus_calceatus (S36)]",1.34253302326348,2.00507149570476
"Omega1[Harpalus_griseus (S39), Harpalus_calceatus (S36)]",2.21766827276168,3.97051886980938
"Omega1[Harpalus_latus (S40), Harpalus_calceatus (S36)]",1.86969978400956,3.24217551242442
"Omega1[Harpalus_luteicornis (S41), Harpalus_calceatus (S36)]",1.0232718425478,1.07340591710168
"Omega1[Cryptophonus_melancholicus (S42), Harpalus_calceatus (S36)]",1.35790144840897,1.98438152094349
"Omega1[Harpalus_picipennis (S43), Harpalus_calceatus (S36)]",1.48369816313414,2.29841339539894
"Omega1[Harpalus_pumilus (S44), Harpalus_calceatus (S36)]",1.03283682815204,1.09342808116704
"Omega1[Harpalus_rubripes (S45), Harpalus_calceatus (S36)]",1.05272080835436,1.17428355026031
"Omega1[Harpalus_rufipalpis (S46), Harpalus_calceatus (S36)]",1.03381625479398,1.10313470615336
"Omega1[Harpalus_rufipes (S47), Harpalus_calceatus (S36)]",1.55097156963991,2.4278626159002
"Omega1[Harpalus_serripes (S48), Harpalus_calceatus (S36)]",1.53309834346941,2.38788368488921
"Omega1[Semiophonus_signaticornis (S49), Harpalus_calceatus (S36)]",1.21941516626806,1.61552747586295
"Omega1[Harpalus_smaragdinus (S50), Harpalus_calceatus (S36)]",1.25431299468486,1.70968198851471
"Omega1[Harpalus_tardus (S51), Harpalus_calceatus (S36)]",2.39496635427206,4.48900346336558
"Omega1[Leistus_ferrugineus (S52), Harpalus_calceatus (S36)]",1.06586562557965,1.19170278508273
"Omega1[Leistus_rufomarginatus (S53), Harpalus_calceatus (S36)]",1.26586817506744,1.72757424930168
"Omega1[Licinus_depressus (S54), Harpalus_calceatus (S36)]",1.04498323129557,1.10776961916066
"Omega1[Loricera_pilicornis (S55), Harpalus_calceatus (S36)]",1.03109035245076,1.08095100742253
"Omega1[Masoreus_wetterhallii (S56), Harpalus_calceatus (S36)]",1.32398274243661,1.87574254241473
"Omega1[Microlestes_minutulus (S57), Harpalus_calceatus (S36)]",1.72275790370665,3.0309326365296
"Omega1[Nebria_brevicollis (S58), Harpalus_calceatus (S36)]",1.03261187413452,1.11023118054967
"Omega1[Nebria_salina (S59), Harpalus_calceatus (S36)]",1.10306634770711,1.30541159794305
"Omega1[Notiophilus_aestuans (S60), Harpalus_calceatus (S36)]",1.05339046335103,1.14161385596011
"Omega1[Notiophilus_aquaticus (S61), Harpalus_calceatus (S36)]",1.01562994482489,1.05154120043204
"Omega1[Notiophilus_palustris (S62), Harpalus_calceatus (S36)]",1.20762081905009,1.58070178863407
"Omega1[Panagaeus_bipustulatus (S63), Harpalus_calceatus (S36)]",1.10278966579236,1.3243206949772
"Omega1[Poecilus_cupreus (S64), Harpalus_calceatus (S36)]",1.09894642285231,1.31112009674678
"Omega1[Poecilus_lepidus (S65), Harpalus_calceatus (S36)]",2.1702582564117,4.11695118081696
"Omega1[Poecilus_versicolor (S66), Harpalus_calceatus (S36)]",2.4641394505263,4.60806403949338
"Omega1[Pterostichus_diligens (S67), Harpalus_calceatus (S36)]",1.14636877206735,1.44051772597222
"Omega1[Pterostichus_niger (S68), Harpalus_calceatus (S36)]",2.00348531474748,3.43671029415098
"Omega1[Pterostichus_vernalis (S69), Harpalus_calceatus (S36)]",1.10617083431069,1.31707862529339
"Omega1[Stenolophus_teutonus (S70), Harpalus_calceatus (S36)]",1.21652803471364,1.64917820979643
"Omega1[Syntomus_foveatus (S71), Harpalus_calceatus (S36)]",2.51279099890084,4.96586417546189
"Omega1[Syntomus_truncatellus (S72), Harpalus_calceatus (S36)]",1.94332354187061,3.53596925022103
"Omega1[Trechus_quadristriatus (S73), Harpalus_calceatus (S36)]",1.53219460924434,2.41427941039848
"Omega1[Amara_aenea (S1), Harpalus_distinguendus (S37)]",1.01880438894661,1.0463364101556
"Omega1[Amara_anthobia (S2), Harpalus_distinguendus (S37)]",1.10396943694179,1.30387146402668
"Omega1[Amara_apricaria (S3), Harpalus_distinguendus (S37)]",1.01463594902292,1.03304447434618
"Omega1[Amara_aulica (S4), Harpalus_distinguendus (S37)]",1.05487202143422,1.11427613145649
"Omega1[Amara_bifrons (S5), Harpalus_distinguendus (S37)]",1.30980144787658,1.84086189030688
"Omega1[Amara_convexior (S6), Harpalus_distinguendus (S37)]",1.293902468492,1.94847430369164
"Omega1[Amara_curta (S7), Harpalus_distinguendus (S37)]",1.32874572146942,1.89985920562767
"Omega1[Amara_equestris (S8), Harpalus_distinguendus (S37)]",1.21753574724989,1.62970770672333
"Omega1[Amara_eurynota (S9), Harpalus_distinguendus (S37)]",1.01376365724171,1.04360634629245
"Omega1[Amara_familiaris (S10), Harpalus_distinguendus (S37)]",1.09542524746879,1.29296744405232
"Omega1[Amara_fulva (S11), Harpalus_distinguendus (S37)]",1.01230663968047,1.02849493552207
"Omega1[Amara_fusca (S12), Harpalus_distinguendus (S37)]",1.77952156493062,2.8773256884124
"Omega1[Amara_lucida (S13), Harpalus_distinguendus (S37)]",1.03092186698291,1.0924193239554
"Omega1[Amara_lunicollis (S14), Harpalus_distinguendus (S37)]",1.43338195402,2.12588952836427
"Omega1[Amara_makolskii (S15), Harpalus_distinguendus (S37)]",1.18195532841813,1.57967824721629
"Omega1[Amara_municipalis (S16), Harpalus_distinguendus (S37)]",1.30513771836134,1.82458833669895
"Omega1[Amara_ovata (S17), Harpalus_distinguendus (S37)]",1.02199544412095,1.07440574047287
"Omega1[Amara_similata (S18), Harpalus_distinguendus (S37)]",1.11826827571203,1.36196412927583
"Omega1[Amara_tibialis (S19), Harpalus_distinguendus (S37)]",1.23307282392294,1.67109220888797
"Omega1[Anisodactylus_binotatus (S20), Harpalus_distinguendus (S37)]",1.0632643854067,1.19737417527756
"Omega1[Badister_bullatus (S21), Harpalus_distinguendus (S37)]",1.0211620256507,1.06564981413354
"Omega1[Bembidion_lampros (S22), Harpalus_distinguendus (S37)]",1.6750868188204,2.66201422711939
"Omega1[Bembidion_properans (S23), Harpalus_distinguendus (S37)]",1.0293072130604,1.08311094753373
"Omega1[Bradycellus_harpalinus (S24), Harpalus_distinguendus (S37)]",1.00787583606588,1.0098663570244
"Omega1[Calathus_ambiguus (S25), Harpalus_distinguendus (S37)]",1.10888236368555,1.31436509631142
"Omega1[Calathus_cinctus (S26), Harpalus_distinguendus (S37)]",1.23964445481248,1.69128546298512
"Omega1[Calathus_erratus (S27), Harpalus_distinguendus (S37)]",1.36979621596775,1.99319581809495
"Omega1[Calathus_fuscipes (S28), Harpalus_distinguendus (S37)]",1.08936713315681,1.28459890647119
"Omega1[Calathus_melanocephalus (S29), Harpalus_distinguendus (S37)]",1.2398489127883,1.73614254352353
"Omega1[Carabus_nemoralis (S30), Harpalus_distinguendus (S37)]",1.02587810652537,1.08979368679198
"Omega1[Cicindela_campestris (S31), Harpalus_distinguendus (S37)]",1.07351977576832,1.19369346048345
"Omega1[Cicindela_hybrida (S32), Harpalus_distinguendus (S37)]",1.64785322097556,2.76364068319967
"Omega1[Harpalus_affinis (S33), Harpalus_distinguendus (S37)]",1.0458311722591,1.14225322014626
"Omega1[Harpalus_anxius (S34), Harpalus_distinguendus (S37)]",1.3486115840802,1.92247305408804
"Omega1[Harpalus_autumnalis (S35), Harpalus_distinguendus (S37)]",1.42257052504057,2.09847074574811
"Omega1[Harpalus_calceatus (S36), Harpalus_distinguendus (S37)]",1.84811087021613,3.11624585358163
"Omega1[Harpalus_distinguendus (S37), Harpalus_distinguendus (S37)]",1.06593067149475,1.19726808515506
"Omega1[Harpalus_flavescens (S38), Harpalus_distinguendus (S37)]",1.29099525865242,1.79064612549404
"Omega1[Harpalus_griseus (S39), Harpalus_distinguendus (S37)]",1.2243066042221,1.63630842697383
"Omega1[Harpalus_latus (S40), Harpalus_distinguendus (S37)]",1.29891582368663,1.83914320363911
"Omega1[Harpalus_luteicornis (S41), Harpalus_distinguendus (S37)]",1.12071635497902,1.36163891839111
"Omega1[Cryptophonus_melancholicus (S42), Harpalus_distinguendus (S37)]",1.46687732321694,2.18575904151517
"Omega1[Harpalus_picipennis (S43), Harpalus_distinguendus (S37)]",1.14715039244476,1.43801179884428
"Omega1[Harpalus_pumilus (S44), Harpalus_distinguendus (S37)]",1.21998941977404,1.61904165840751
"Omega1[Harpalus_rubripes (S45), Harpalus_distinguendus (S37)]",1.82876043884541,2.98224699227669
"Omega1[Harpalus_rufipalpis (S46), Harpalus_distinguendus (S37)]",1.1701330835698,1.5347038965644
"Omega1[Harpalus_rufipes (S47), Harpalus_distinguendus (S37)]",2.20344274437936,3.88301061093631
"Omega1[Harpalus_serripes (S48), Harpalus_distinguendus (S37)]",1.28390736870688,1.80050948726795
"Omega1[Semiophonus_signaticornis (S49), Harpalus_distinguendus (S37)]",1.14624440025459,1.46977196895143
"Omega1[Harpalus_smaragdinus (S50), Harpalus_distinguendus (S37)]",1.38292942302531,2.10682326948167
"Omega1[Harpalus_tardus (S51), Harpalus_distinguendus (S37)]",1.22686029336064,1.64360389174137
"Omega1[Leistus_ferrugineus (S52), Harpalus_distinguendus (S37)]",1.02493210937182,1.05233067502852
"Omega1[Leistus_rufomarginatus (S53), Harpalus_distinguendus (S37)]",1.00433617868046,1.01362555628353
"Omega1[Licinus_depressus (S54), Harpalus_distinguendus (S37)]",1.01463155815343,1.03569190148992
"Omega1[Loricera_pilicornis (S55), Harpalus_distinguendus (S37)]",1.02479368128534,1.04954067370369
"Omega1[Masoreus_wetterhallii (S56), Harpalus_distinguendus (S37)]",1.01152269769992,1.02542647259499
"Omega1[Microlestes_minutulus (S57), Harpalus_distinguendus (S37)]",1.41665625670967,2.20119886094025
"Omega1[Nebria_brevicollis (S58), Harpalus_distinguendus (S37)]",1.36409544842596,1.96117178716929
"Omega1[Nebria_salina (S59), Harpalus_distinguendus (S37)]",1.16275380511766,1.46699088379482
"Omega1[Notiophilus_aestuans (S60), Harpalus_distinguendus (S37)]",1.01113226841872,1.01582939758695
"Omega1[Notiophilus_aquaticus (S61), Harpalus_distinguendus (S37)]",1.15866621406716,1.45710555604622
"Omega1[Notiophilus_palustris (S62), Harpalus_distinguendus (S37)]",1.24733293341131,1.68291437262699
"Omega1[Panagaeus_bipustulatus (S63), Harpalus_distinguendus (S37)]",1.04251669759041,1.09761208099279
"Omega1[Poecilus_cupreus (S64), Harpalus_distinguendus (S37)]",1.1437340997253,1.41129756158737
"Omega1[Poecilus_lepidus (S65), Harpalus_distinguendus (S37)]",2.12560845949257,4.20026102521179
"Omega1[Poecilus_versicolor (S66), Harpalus_distinguendus (S37)]",1.76190868296483,2.88674490403832
"Omega1[Pterostichus_diligens (S67), Harpalus_distinguendus (S37)]",1.14255877317061,1.41267224028894
"Omega1[Pterostichus_niger (S68), Harpalus_distinguendus (S37)]",1.18837140873423,1.5386263352511
"Omega1[Pterostichus_vernalis (S69), Harpalus_distinguendus (S37)]",1.05755859210717,1.17946213942791
"Omega1[Stenolophus_teutonus (S70), Harpalus_distinguendus (S37)]",1.1219803876925,1.35491800887086
"Omega1[Syntomus_foveatus (S71), Harpalus_distinguendus (S37)]",1.36275404154437,2.0941443942904
"Omega1[Syntomus_truncatellus (S72), Harpalus_distinguendus (S37)]",1.26699381648311,1.75392749566244
"Omega1[Trechus_quadristriatus (S73), Harpalus_distinguendus (S37)]",1.11440691426498,1.33539341731918
"Omega1[Amara_aenea (S1), Harpalus_flavescens (S38)]",1.05709300073567,1.18172867159835
"Omega1[Amara_anthobia (S2), Harpalus_flavescens (S38)]",1.05494281164163,1.13826305591767
"Omega1[Amara_apricaria (S3), Harpalus_flavescens (S38)]",1.01272014536539,1.02746246565993
"Omega1[Amara_aulica (S4), Harpalus_flavescens (S38)]",1.0376491634977,1.11377116386766
"Omega1[Amara_bifrons (S5), Harpalus_flavescens (S38)]",1.07028407912324,1.22071468919263
"Omega1[Amara_convexior (S6), Harpalus_flavescens (S38)]",1.05768446701687,1.16800089184876
"Omega1[Amara_curta (S7), Harpalus_flavescens (S38)]",1.32782571518644,1.88277410919894
"Omega1[Amara_equestris (S8), Harpalus_flavescens (S38)]",1.13836449905824,1.40526696798361
"Omega1[Amara_eurynota (S9), Harpalus_flavescens (S38)]",1.31476053429876,1.85728026096054
"Omega1[Amara_familiaris (S10), Harpalus_flavescens (S38)]",1.13293267640162,1.41326464299201
"Omega1[Amara_fulva (S11), Harpalus_flavescens (S38)]",1.02594649685777,1.07813098560801
"Omega1[Amara_fusca (S12), Harpalus_flavescens (S38)]",1.08750744900246,1.27635628857647
"Omega1[Amara_lucida (S13), Harpalus_flavescens (S38)]",1.03557698777272,1.11075554534302
"Omega1[Amara_lunicollis (S14), Harpalus_flavescens (S38)]",1.15521719980715,1.45710231954002
"Omega1[Amara_makolskii (S15), Harpalus_flavescens (S38)]",1.11530438192106,1.36301153353385
"Omega1[Amara_municipalis (S16), Harpalus_flavescens (S38)]",1.07238588230475,1.23131453260366
"Omega1[Amara_ovata (S17), Harpalus_flavescens (S38)]",1.0335884297958,1.08878994191133
"Omega1[Amara_similata (S18), Harpalus_flavescens (S38)]",1.2366404664739,1.66438763009233
"Omega1[Amara_tibialis (S19), Harpalus_flavescens (S38)]",1.16265064410267,1.50701927281442
"Omega1[Anisodactylus_binotatus (S20), Harpalus_flavescens (S38)]",1.07548998092221,1.19678452671982
"Omega1[Badister_bullatus (S21), Harpalus_flavescens (S38)]",1.06593213551562,1.18943207475053
"Omega1[Bembidion_lampros (S22), Harpalus_flavescens (S38)]",1.10976962896574,1.33589379772009
"Omega1[Bembidion_properans (S23), Harpalus_flavescens (S38)]",1.07119820069719,1.22952305279481
"Omega1[Bradycellus_harpalinus (S24), Harpalus_flavescens (S38)]",1.02015585105971,1.06452125541678
"Omega1[Calathus_ambiguus (S25), Harpalus_flavescens (S38)]",1.02221962720039,1.06273954357303
"Omega1[Calathus_cinctus (S26), Harpalus_flavescens (S38)]",1.01740545679282,1.02043996670184
"Omega1[Calathus_erratus (S27), Harpalus_flavescens (S38)]",1.23955584770896,1.75121003585765
"Omega1[Calathus_fuscipes (S28), Harpalus_flavescens (S38)]",1.08611401078322,1.2708632954762
"Omega1[Calathus_melanocephalus (S29), Harpalus_flavescens (S38)]",1.46397461805264,2.26171481492348
"Omega1[Carabus_nemoralis (S30), Harpalus_flavescens (S38)]",1.02464958484789,1.06840209406903
"Omega1[Cicindela_campestris (S31), Harpalus_flavescens (S38)]",1.05989700786929,1.19506925680741
"Omega1[Cicindela_hybrida (S32), Harpalus_flavescens (S38)]",1.22053776384933,1.64114705628821
"Omega1[Harpalus_affinis (S33), Harpalus_flavescens (S38)]",1.02886159276302,1.08524503657744
"Omega1[Harpalus_anxius (S34), Harpalus_flavescens (S38)]",1.08147923597654,1.25838426241342
"Omega1[Harpalus_autumnalis (S35), Harpalus_flavescens (S38)]",1.2825068553648,1.85212680648161
"Omega1[Harpalus_calceatus (S36), Harpalus_flavescens (S38)]",1.34253302326348,2.00507149570476
"Omega1[Harpalus_distinguendus (S37), Harpalus_flavescens (S38)]",1.29099525865242,1.79064612549404
